gender,num_of_prev_attempts,studied_credits,disability,date_registration,sum_click,date_submitted,score,weight,module_presentation_length,A Level or Equivalent,Lower Than A Level,HE Qualification,Post Graduate Qualification,No Formal quals,0-35,35-55,55<=,final_result
1,0,120,0,-142,57,21,22,2,269,1,0,0,0,0,1,0,0,2
0,0,30,0,-80,2825,21,56,2,269,0,1,0,0,0,0,1,0,0
0,0,90,0,-46,568,21,78,2,269,0,0,1,0,0,0,1,0,1
0,0,150,0,-80,1138,21,33,2,269,1,0,0,0,0,1,0,0,2
0,0,90,0,-144,4746,21,56,2,269,1,0,0,0,0,1,0,0,2
0,0,90,0,-34,656,21,100,2,269,0,1,0,0,0,1,0,0,2
1,0,60,0,-115,3413,21,89,2,269,0,1,0,0,0,0,1,0,1
0,0,60,0,-29,1025,21,56,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-148,83,21,78,2,269,0,0,1,0,0,0,1,0,0
0,0,60,0,-42,14890,21,100,2,269,0,1,0,0,0,1,0,0,1
1,0,30,0,-72,1084,21,100,2,269,0,1,0,0,0,0,1,0,1
0,0,60,0,-115,2229,21,56,2,269,0,1,0,0,0,0,1,0,2
0,1,90,0,-129,2026,21,78,2,269,0,1,0,0,0,1,0,0,2
1,0,90,0,-31,290,21,11,2,269,0,1,0,0,0,1,0,0,2
0,0,90,0,-40,3547,21,89,2,241,1,0,0,0,0,1,0,0,2
0,0,30,1,-53,3829,21,67,2,269,1,0,0,0,0,0,1,0,2
0,0,60,0,-15,2358,21,78,2,269,0,0,1,0,0,1,0,0,1
0,0,30,0,-13,141,21,78,2,269,1,0,0,0,0,1,0,0,2
0,0,60,0,-46,989,21,44,2,269,0,1,0,0,0,1,0,0,2
0,0,90,0,-31,1949,21,33,2,269,0,1,0,0,0,1,0,0,2
0,0,30,0,-28,248,21,44,2,269,1,0,0,0,0,1,0,0,0
0,0,90,0,-29,3938,21,78,2,241,1,0,0,0,0,1,0,0,2
1,0,90,0,-25,304,21,67,2,269,1,0,0,0,0,1,0,0,2
0,0,60,1,-144,508,21,11,2,269,0,1,0,0,0,1,0,0,2
0,0,60,0,-22,3075,21,0,2,269,1,0,0,0,0,1,0,0,2
0,0,60,0,-30,5237,21,78,2,269,1,0,0,0,0,1,0,0,1
1,0,150,0,-29,151,21,67,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-78,1583,21,89,2,269,1,0,0,0,0,0,1,0,1
1,0,60,0,-72,1801,21,78,2,269,1,0,0,0,0,0,1,0,1
0,0,90,0,-87,2600,21,22,2,269,1,0,0,0,0,0,1,0,2
0,1,60,0,-16,2225,21,67,2,269,0,0,1,0,0,1,0,0,2
0,0,60,1,-18,3823,21,44,2,269,1,0,0,0,0,1,0,0,2
1,0,60,0,-18,5204,21,100,2,269,0,0,0,1,0,0,1,0,2
0,0,30,0,-46,3665,21,78,2,269,1,0,0,0,0,1,0,0,1
0,0,60,0,-25,1060,21,100,2,269,1,0,0,0,0,0,1,0,1
0,0,30,0,-30,87,21,78,2,269,1,0,0,0,0,1,0,0,2
1,0,60,0,-66,1192,21,89,2,269,1,0,0,0,0,1,0,0,1
1,0,30,0,-28,4307,21,89,2,269,0,0,1,0,0,0,1,0,1
0,1,60,0,-78,2016,21,67,2,269,0,1,0,0,0,1,0,0,2
0,0,60,0,-122,2509,21,67,2,269,0,0,1,0,0,0,1,0,1
0,0,120,0,-24,673,21,33,2,269,0,1,0,0,0,1,0,0,2
0,0,30,0,-88,1992,21,89,2,269,0,0,1,0,0,1,0,0,1
0,0,120,1,-85,108,21,67,2,269,1,0,0,0,0,1,0,0,2
0,0,90,1,-16,5248,21,100,2,269,1,0,0,0,0,1,0,0,1
0,0,180,0,-5,821,21,22,2,269,1,0,0,0,0,1,0,0,2
0,0,120,1,-106,223,21,67,2,269,1,0,0,0,0,1,0,0,2
1,0,60,0,-102,339,21,22,2,269,1,0,0,0,0,0,1,0,2
0,0,90,0,-15,724,21,67,2,269,0,0,0,0,1,0,1,0,2
1,0,120,0,-115,651,21,89,2,269,1,0,0,0,0,1,0,0,1
0,0,60,0,-38,981,21,78,2,269,1,0,0,0,0,1,0,0,1
0,0,180,0,-41,610,21,33,2,269,0,1,0,0,0,1,0,0,2
0,0,60,0,-108,7109,21,100,2,269,1,0,0,0,0,1,0,0,1
1,0,90,0,-64,1260,21,100,2,269,1,0,0,0,0,1,0,0,1
1,0,150,0,-135,56,21,11,2,269,1,0,0,0,0,1,0,0,2
0,0,60,0,-115,158,21,78,2,269,0,0,1,0,0,1,0,0,0
0,0,120,0,-106,1983,21,78,2,269,1,0,0,0,0,1,0,0,2
0,0,60,0,-25,2083,21,100,2,269,1,0,0,0,0,1,0,0,1
0,0,60,0,-137,527,21,67,2,269,0,1,0,0,0,1,0,0,2
0,0,120,1,-77,227,21,67,2,269,1,0,0,0,0,1,0,0,2
0,0,120,0,-34,2037,21,89,2,269,1,0,0,0,0,1,0,0,1
1,0,60,0,-31,174,21,22,2,269,1,0,0,0,0,1,0,0,0
1,0,90,0,-155,1742,21,67,2,269,0,0,1,0,0,1,0,0,2
0,0,60,0,-91,2722,21,89,2,269,0,0,1,0,0,1,0,0,1
1,0,90,0,-43,1323,21,89,2,269,0,1,0,0,0,1,0,0,1
0,0,270,0,-46,204,21,33,2,269,1,0,0,0,0,1,0,0,2
1,0,120,0,-154,393,21,67,2,269,0,1,0,0,0,1,0,0,2
1,0,180,0,-148,4609,21,89,2,269,1,0,0,0,0,0,1,0,1
1,0,90,0,-65,253,21,33,2,269,1,0,0,0,0,1,0,0,2
0,0,90,0,-150,7389,21,89,2,269,0,1,0,0,0,1,0,0,1
1,0,60,0,-36,297,21,100,2,269,1,0,0,0,0,1,0,0,0
0,0,90,0,-50,1100,21,67,2,269,1,0,0,0,0,1,0,0,2
1,0,60,0,-30,102,21,56,2,269,1,0,0,0,0,1,0,0,2
0,0,60,0,-129,1451,21,100,2,269,1,0,0,0,0,0,1,0,1
0,0,90,0,-43,143,21,78,2,269,1,0,0,0,0,0,1,0,0
0,0,120,0,-81,1538,21,67,2,269,1,0,0,0,0,1,0,0,1
0,0,120,0,-143,1018,26,0,2,269,1,0,0,0,0,1,0,0,0
0,0,120,0,-137,1487,21,56,2,269,0,1,0,0,0,1,0,0,0
0,0,120,0,-122,1212,21,0,2,269,0,1,0,0,0,1,0,0,2
0,0,90,0,-60,956,69,39,7,241,1,0,0,0,0,0,1,0,2
0,0,30,0,-23,217,69,44,7,269,1,0,0,0,0,0,1,0,2
0,0,30,0,-15,96,69,0,7,269,0,0,1,0,0,1,0,0,2
0,0,30,0,-15,1916,69,43,7,269,0,1,0,0,0,0,1,0,2
1,0,30,0,-66,279,69,18,7,269,0,1,0,0,0,1,0,0,0
1,0,120,1,-17,933,69,44,7,269,0,1,0,0,0,1,0,0,0
0,0,60,0,-46,704,25,76,7.5,240,0,1,0,0,0,0,1,0,2
0,0,60,0,-24,411,24,85,7.5,240,0,0,1,0,0,1,0,0,0
0,2,180,0,-28,847,23,79,7.5,240,0,1,0,0,0,1,0,0,2
1,2,120,0,4,349,23,81,7.5,240,0,1,0,0,0,0,1,0,0
1,0,60,0,-25,1426,25,80,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-22,681,25,72,7.5,240,0,1,0,0,0,0,1,0,0
0,1,60,0,-28,797,23,54,7.5,240,0,1,0,0,0,1,0,0,1
1,0,120,1,-24,1351,24,81,7.5,240,0,1,0,0,0,1,0,0,1
1,4,60,0,-29,373,25,79,7.5,240,0,1,0,0,0,1,0,0,1
1,1,120,0,13,18,-1,69,7.5,240,0,1,0,0,0,1,0,0,0
0,0,150,0,-37,1354,28,88,7.5,240,0,0,1,0,0,0,1,0,1
0,1,60,1,-12,817,25,75,7.5,240,0,0,1,0,0,0,1,0,0
1,0,60,0,-22,861,24,83,7.5,240,0,0,1,0,0,1,0,0,1
0,0,120,1,-78,1163,24,85,7.5,240,1,0,0,0,0,0,1,0,1
1,1,60,1,-225,10981,23,72,7.5,240,0,1,0,0,0,1,0,0,0
1,2,90,0,-55,444,24,64,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-24,199,26,68,7.5,240,0,1,0,0,0,1,0,0,0
1,0,90,0,-110,281,25,41,7.5,240,0,0,1,0,0,1,0,0,2
1,0,60,0,-68,776,24,56,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-22,1579,14,88,7.5,240,0,0,1,0,0,1,0,0,1
1,0,90,0,-93,157,22,64,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-92,367,24,36,7.5,240,0,1,0,0,0,1,0,0,0
0,2,120,0,-45,697,25,41,7.5,240,0,0,1,0,0,1,0,0,2
0,0,60,0,-73,2262,21,76,7.5,240,0,0,1,0,0,0,1,0,1
0,0,90,1,-24,1355,25,73,7.5,240,0,1,0,0,0,1,0,0,2
1,0,60,0,-92,666,29,66,7.5,240,0,1,0,0,0,0,1,0,2
1,0,270,1,-51,342,25,41,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-23,371,25,67,7.5,240,0,1,0,0,0,0,1,0,0
1,1,90,0,-163,782,32,29,7.5,240,1,0,0,0,0,0,1,0,0
1,2,60,0,-50,238,25,76,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-58,744,21,31,7.5,240,0,1,0,0,0,0,1,0,2
0,0,60,0,-55,1150,22,83,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-58,278,31,84,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-184,1628,23,77,7.5,240,0,0,0,1,0,0,1,0,1
0,0,90,0,-24,435,25,90,7.5,240,1,0,0,0,0,1,0,0,1
0,1,120,0,-29,311,26,75,7.5,240,0,1,0,0,0,0,1,0,0
0,2,60,0,-24,650,24,74,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,0,-110,674,25,69,7.5,240,0,1,0,0,0,0,1,0,0
0,0,60,0,-78,1332,24,84,7.5,240,0,1,0,0,0,0,1,0,1
0,0,60,0,-96,571,20,79,7.5,240,0,0,1,0,0,1,0,0,2
1,2,70,0,-128,2466,25,64,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,0,-89,3922,16,91,7.5,240,0,0,1,0,0,0,1,0,1
1,0,60,0,-149,1066,20,73,7.5,269,0,1,0,0,0,1,0,0,2
0,0,60,0,-29,2223,23,86,7.5,240,0,1,0,0,0,1,0,0,1
1,0,90,0,-37,922,23,65,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-25,286,25,45,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-37,1045,24,88,7.5,240,0,0,1,0,0,1,0,0,2
1,0,90,0,-59,1583,24,53,7.5,240,0,0,1,0,0,1,0,0,2
1,0,70,0,-66,1201,31,80,7.5,240,1,0,0,0,0,0,1,0,1
1,0,120,0,-34,1049,24,74,7.5,240,0,1,0,0,0,1,0,0,1
0,0,120,0,-22,388,25,77,7.5,240,0,0,1,0,0,1,0,0,2
1,1,60,0,-16,1746,23,86,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-110,2737,22,94,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-28,1766,24,93,7.5,240,1,0,0,0,0,0,1,0,1
0,1,150,1,-79,2785,23,58,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,1,-310,3289,24,85,7.5,240,0,1,0,0,0,1,0,0,1
1,1,120,0,-64,443,24,74,7.5,240,0,1,0,0,0,1,0,0,2
0,0,60,0,-72,522,25,55,7.5,240,1,0,0,0,0,1,0,0,0
1,0,120,1,-45,556,25,81,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-111,1338,23,72,7.5,240,0,1,0,0,0,0,1,0,0
0,4,120,0,-227,3941,22,78,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-31,625,27,82,7.5,240,0,1,0,0,0,0,1,0,1
1,0,240,0,-60,178,25,53,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-22,262,23,66,7.5,240,1,0,0,0,0,1,0,0,2
0,0,60,0,-100,366,17,15,7.5,240,0,1,0,0,0,1,0,0,0
0,1,150,0,-16,348,29,34,7.5,240,1,0,0,0,0,1,0,0,0
0,1,150,0,-140,129,29,33,7.5,240,0,0,1,0,0,1,0,0,0
0,0,120,0,-55,1048,24,95,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-71,1555,22,92,7.5,240,1,0,0,0,0,1,0,0,2
1,1,145,0,-25,983,24,93,7.5,240,0,0,1,0,0,1,0,0,0
0,0,180,0,-25,833,29,39,7.5,240,1,0,0,0,0,1,0,0,2
1,1,120,0,-96,876,23,79,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-24,2881,24,89,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,0,-122,401,25,80,7.5,240,1,0,0,0,0,1,0,0,1
0,2,130,0,-3,157,25,91,7.5,240,1,0,0,0,0,1,0,0,0
1,0,90,0,-54,323,25,57,7.5,240,0,0,1,0,0,1,0,0,0
1,0,60,0,-53,1542,24,64,7.5,240,0,0,1,0,0,1,0,0,0
1,0,120,0,-237,1116,22,74,7.5,240,0,0,1,0,0,0,1,0,2
0,0,90,0,-23,668,10,90,7.5,240,1,0,0,0,0,1,0,0,2
0,1,90,0,-116,52,25,79,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,0,-16,681,25,56,7.5,240,0,0,1,0,0,1,0,0,0
1,0,60,0,-55,1477,23,51,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-23,1359,25,81,7.5,240,1,0,0,0,0,1,0,0,1
0,2,60,0,-30,998,24,73,7.5,240,0,1,0,0,0,1,0,0,2
0,0,120,0,-208,3796,19,82,7.5,240,0,0,1,0,0,0,1,0,1
1,4,120,0,-140,842,26,81,7.5,240,1,0,0,0,0,0,1,0,1
1,0,60,0,-79,2728,25,93,7.5,240,0,1,0,0,0,1,0,0,1
1,0,60,0,-43,1312,23,77,7.5,240,1,0,0,0,0,0,1,0,1
1,2,150,0,-23,1420,22,75,7.5,240,0,1,0,0,0,1,0,0,0
1,1,280,0,-30,2482,24,92,7.5,240,1,0,0,0,0,1,0,0,1
1,1,60,0,-29,704,24,85,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,1,-36,1054,24,81,7.5,240,1,0,0,0,0,1,0,0,1
1,2,60,0,-54,2736,22,49,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-24,473,25,55,7.5,240,0,0,0,1,0,0,1,0,0
0,1,120,0,-92,667,21,73,7.5,240,1,0,0,0,0,1,0,0,2
1,0,60,0,-149,3201,22,92,7.5,240,1,0,0,0,0,1,0,0,1
0,1,120,1,-4,476,25,60,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,1,3,164,24,58,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-25,1001,29,63,7.5,240,0,1,0,0,0,1,0,0,2
0,0,60,0,-97,1203,23,69,7.5,240,1,0,0,0,0,1,0,0,1
0,1,60,0,-50,1625,25,97,7.5,240,1,0,0,0,0,0,1,0,1
1,2,60,0,-36,655,23,79,7.5,240,1,0,0,0,0,1,0,0,2
0,0,90,0,-47,588,30,33,7.5,240,0,1,0,0,0,1,0,0,0
1,0,90,0,-29,2330,19,80,7.5,240,0,0,1,0,0,0,1,0,1
1,0,90,0,-25,404,25,77,7.5,240,0,1,0,0,0,1,0,0,0
1,1,70,0,-45,756,15,80,7.5,240,0,1,0,0,0,1,0,0,1
0,0,60,1,-74,478,24,69,7.5,240,1,0,0,0,0,0,1,0,2
1,1,60,0,-108,444,23,75,7.5,240,1,0,0,0,0,1,0,0,2
1,0,150,0,-16,538,26,69,7.5,240,0,1,0,0,0,1,0,0,0
0,1,90,0,-73,51,25,32,7.5,240,0,0,1,0,0,1,0,0,0
0,0,60,0,-214,3324,15,93,7.5,240,0,1,0,0,0,0,1,0,1
1,0,90,0,-185,1469,18,56,7.5,240,1,0,0,0,0,0,1,0,1
0,1,60,0,-53,737,11,89,7.5,240,1,0,0,0,0,1,0,0,2
0,0,60,1,-54,934,24,67,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-83,2865,19,81,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,1,-29,321,24,56,7.5,240,0,1,0,0,0,1,0,0,0
0,1,60,0,-54,667,25,73,7.5,240,0,0,1,0,0,0,1,0,1
0,0,120,0,-9,181,25,33,7.5,240,1,0,0,0,0,1,0,0,2
1,0,120,0,-2,352,25,29,7.5,240,1,0,0,0,0,1,0,0,2
1,0,90,1,-18,266,25,43,7.5,240,0,1,0,0,0,1,0,0,0
1,2,120,0,-22,464,25,74,7.5,240,0,0,1,0,0,1,0,0,0
1,0,60,0,-44,1169,24,68,7.5,240,1,0,0,0,0,1,0,0,2
0,0,120,0,-12,261,24,20,7.5,240,0,0,1,0,0,1,0,0,2
0,3,120,0,-9,270,25,56,7.5,240,1,0,0,0,0,1,0,0,0
1,1,120,0,-9,460,25,77,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-30,6180,22,93,7.5,240,0,0,1,0,0,0,1,0,1
1,0,60,0,-96,1713,22,83,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-74,1332,17,83,7.5,240,0,0,1,0,0,0,1,0,1
0,2,60,0,-44,567,20,87,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-51,248,25,61,7.5,240,0,1,0,0,0,1,0,0,0
1,3,240,0,-59,287,24,56,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-89,387,24,80,7.5,240,0,1,0,0,0,1,0,0,2
1,0,60,0,-94,2019,18,77,7.5,240,1,0,0,0,0,0,1,0,1
1,2,120,0,-2,1375,24,78,7.5,240,1,0,0,0,0,0,1,0,0
0,1,210,0,-21,525,24,82,7.5,240,0,1,0,0,0,1,0,0,2
1,0,120,0,-102,1102,24,61,7.5,240,0,1,0,0,0,0,1,0,0
0,2,60,0,-30,1292,33,93,7.5,240,1,0,0,0,0,1,0,0,1
0,0,90,0,-74,931,25,87,7.5,240,0,1,0,0,0,1,0,0,1
1,1,120,1,-28,1015,24,55,7.5,240,1,0,0,0,0,1,0,0,1
1,1,225,0,-90,230,24,65,7.5,240,1,0,0,0,0,0,1,0,2
1,0,60,0,-43,2006,25,77,7.5,240,1,0,0,0,0,0,1,0,1
1,0,180,0,-117,780,24,70,7.5,240,1,0,0,0,0,0,1,0,2
0,1,120,0,-68,284,23,70,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-55,2086,25,65,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,0,-25,472,25,79,7.5,240,1,0,0,0,0,1,0,0,1
0,2,130,0,-8,47,24,18,7.5,240,1,0,0,0,0,1,0,0,2
1,1,60,0,-43,2088,24,45,7.5,240,1,0,0,0,0,1,0,0,2
0,0,90,0,-27,276,23,69,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-89,817,25,43,7.5,240,1,0,0,0,0,1,0,0,0
0,0,70,0,-60,1793,23,72,7.5,240,0,1,0,0,0,0,1,0,2
0,0,75,0,-16,1298,24,56,7.5,240,1,0,0,0,0,1,0,0,2
1,0,60,0,-23,1178,24,90,7.5,240,1,0,0,0,0,1,0,0,1
0,1,60,0,-16,1081,25,71,7.5,240,1,0,0,0,0,1,0,0,0
0,0,90,0,-16,563,13,79,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,0,-52,228,25,90,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-16,1694,21,82,7.5,240,0,0,1,0,0,1,0,0,2
1,1,60,0,-43,710,24,67,7.5,240,0,0,1,0,0,0,1,0,2
1,1,150,0,-55,2008,21,98,7.5,240,0,1,0,0,0,1,0,0,2
0,0,60,0,-48,1095,21,96,7.5,240,0,0,1,0,0,1,0,0,0
0,1,150,0,-21,831,25,58,7.5,240,1,0,0,0,0,1,0,0,0
1,0,210,0,-64,533,24,80,7.5,240,1,0,0,0,0,1,0,0,2
0,0,80,0,-22,475,24,55,7.5,240,0,1,0,0,0,0,1,0,0
0,0,60,0,-298,1233,24,86,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-51,846,26,81,7.5,240,0,1,0,0,0,1,0,0,1
1,0,60,0,-86,93,22,34,7.5,240,0,1,0,0,0,0,1,0,0
0,1,180,0,-30,1023,24,84,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-66,783,24,60,7.5,240,0,1,0,0,0,1,0,0,2
1,0,60,0,-30,514,24,64,7.5,240,0,0,1,0,0,1,0,0,1
1,1,150,0,-128,2848,21,78,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-30,2946,22,86,7.5,240,0,0,1,0,0,0,1,0,1
0,0,90,0,-53,3382,16,80,7.5,240,1,0,0,0,0,0,1,0,1
0,0,90,0,-36,1759,23,66,7.5,240,0,1,0,0,0,1,0,0,0
1,1,60,0,-28,2801,22,64,7.5,240,0,0,1,0,0,1,0,0,0
0,0,60,0,-226,8551,24,81,7.5,241,0,0,1,0,0,0,1,0,2
0,0,60,0,-73,1936,23,90,7.5,240,0,1,0,0,0,1,0,0,1
1,0,60,0,-165,2543,23,79,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-16,486,25,81,7.5,240,0,1,0,0,0,1,0,0,2
1,1,120,0,-2,1446,39,55,7.5,240,0,0,1,0,0,0,1,0,1
0,0,60,0,-93,1180,15,53,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-115,1137,20,85,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,0,-46,595,32,83,7.5,240,0,0,1,0,0,1,0,0,1
0,0,120,0,-152,591,23,77,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-183,1979,24,88,7.5,240,0,0,1,0,0,1,0,0,1
1,0,120,0,-29,726,36,50,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-58,2072,25,84,7.5,240,1,0,0,0,0,1,0,0,1
0,1,120,1,-51,1,-1,60,7.5,240,0,1,0,0,0,0,1,0,0
0,0,155,0,-23,1700,19,92,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-99,1674,24,80,7.5,240,1,0,0,0,0,0,1,0,1
1,1,120,0,-51,495,25,81,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,1,-68,623,24,68,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-256,1334,23,72,7.5,240,0,0,1,0,0,0,1,0,0
0,0,60,0,-22,1660,22,92,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-50,1462,24,70,7.5,240,0,1,0,0,0,1,0,0,2
1,0,60,1,-36,171,25,61,7.5,240,1,0,0,0,0,1,0,0,2
1,0,60,0,-177,3478,25,62,7.5,240,0,1,0,0,0,0,1,0,2
1,0,60,0,-61,788,25,89,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,1,-304,1111,15,77,7.5,241,0,1,0,0,0,0,1,0,2
0,0,120,0,-46,1483,22,86,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-25,184,31,62,7.5,240,1,0,0,0,0,1,0,0,2
1,0,60,0,-36,718,24,89,7.5,240,1,0,0,0,0,0,1,0,2
0,1,120,0,-15,149,25,72,7.5,240,1,0,0,0,0,1,0,0,0
0,1,120,0,-23,197,25,22,7.5,240,0,1,0,0,0,1,0,0,2
0,0,60,0,-54,1180,15,87,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-29,2213,20,73,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-30,1118,24,76,7.5,240,0,0,1,0,0,1,0,0,1
0,0,60,0,-36,3648,44,60,7.5,240,0,0,1,0,0,1,0,0,0
1,0,60,0,-22,1936,24,67,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-121,1891,25,52,7.5,240,1,0,0,0,0,0,1,0,0
1,0,90,0,-23,953,24,64,7.5,240,1,0,0,0,0,1,0,0,2
0,1,120,0,-21,121,25,37,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,1,-160,1002,23,94,7.5,240,1,0,0,0,0,0,1,0,1
0,0,70,0,-60,714,24,89,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,0,-46,374,10,68,7.5,240,0,1,0,0,0,1,0,0,0
0,0,60,0,-88,356,24,67,7.5,240,1,0,0,0,0,1,0,0,0
0,1,120,0,-15,243,-1,78,7.5,240,0,0,1,0,0,1,0,0,2
1,0,120,0,-16,3070,24,52,7.5,240,0,0,1,0,0,1,0,0,2
1,0,60,0,-89,946,30,70,7.5,240,1,0,0,0,0,1,0,0,1
1,1,120,0,-27,1336,24,70,7.5,240,1,0,0,0,0,1,0,0,2
1,2,250,0,-55,2014,14,67,7.5,240,1,0,0,0,0,1,0,0,1
1,2,60,0,-109,56,-1,29,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,0,-225,1125,22,94,7.5,240,1,0,0,0,0,0,1,0,1
1,2,150,0,-28,829,25,57,7.5,240,0,1,0,0,0,1,0,0,1
0,0,60,0,-88,429,24,53,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-102,1786,25,56,7.5,240,0,0,1,0,0,0,1,0,0
0,1,150,0,-27,1019,25,98,7.5,240,0,0,1,0,0,1,0,0,1
1,0,60,0,-23,482,19,69,7.5,240,0,0,1,0,0,1,0,0,2
1,0,60,0,-30,1478,46,80,7.5,240,1,0,0,0,0,0,1,0,0
1,0,80,0,-58,2231,17,73,7.5,240,1,0,0,0,0,0,1,0,1
0,3,120,0,-28,479,25,95,7.5,240,0,1,0,0,0,1,0,0,1
1,1,120,0,-245,448,25,36,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,0,-16,3063,26,65,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-96,1534,25,63,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-86,963,24,88,7.5,240,0,1,0,0,0,0,1,0,1
1,1,120,0,-60,90,32,40,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-48,724,20,86,7.5,240,1,0,0,0,0,0,1,0,1
0,0,60,0,-97,4071,16,83,7.5,240,1,0,0,0,0,0,1,0,1
0,0,120,0,-99,1443,25,84,7.5,240,0,1,0,0,0,1,0,0,1
1,0,60,0,-88,1199,31,49,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,1,-53,1514,21,77,7.5,240,0,1,0,0,0,0,1,0,1
0,0,90,0,-46,313,24,61,7.5,240,1,0,0,0,0,1,0,0,0
1,0,60,0,-25,1355,24,66,7.5,240,1,0,0,0,0,1,0,0,1
0,2,120,0,-67,272,25,95,7.5,240,0,0,1,0,0,0,1,0,0
1,0,60,0,-72,1569,15,93,7.5,240,0,1,0,0,0,0,1,0,2
0,0,60,0,-97,1083,25,93,7.5,240,1,0,0,0,0,1,0,0,0
0,0,60,0,-48,823,25,67,7.5,240,0,0,0,1,0,0,1,0,2
0,0,120,0,-11,1212,22,71,7.5,240,1,0,0,0,0,1,0,0,1
0,0,60,0,-94,111,25,8,7.5,240,0,1,0,0,0,1,0,0,0
0,1,60,0,-66,3842,20,94,7.5,240,0,1,0,0,0,1,0,0,1
1,0,60,0,-61,585,23,45,7.5,240,0,1,0,0,0,1,0,0,0
1,0,60,0,-68,690,19,62,7.5,240,1,0,0,0,0,0,1,0,2
0,1,150,0,-24,638,25,66,7.5,240,1,0,0,0,0,1,0,0,2
1,1,120,1,-30,1277,25,78,7.5,240,1,0,0,0,0,1,0,0,1
1,0,60,0,-52,2152,16,78,7.5,240,1,0,0,0,0,1,0,0,1
1,1,60,0,-44,1119,23,82,7.5,240,1,0,0,0,0,1,0,0,1
